Wed Nov 19 13:23:00 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

-parameters
	MIN_SCORE = 200
	MAX_DIST = 10

-contigs

    contig   markers  features
     18042         5          -1 AT5g02890
     18043         5           1 AT5g02900
     18044         5           1 AT5g02910
     18045         5           1 AT5g02920
     18045         5           1 AT5g02930
     18046         5          -1 AT5g02940
     18047         5           1 AT5g02950
     18048         5          -1 AT5g02960
     18049         5           1 AT5g02970
     18050         5           1 AT5g02980
     18051         5           1 AT5g02990
     18052         5           1 AT5g03000
     18053         5           1 AT5g03010
     18054         5           1 AT5g03020
     18055         5          -1 AT5g03030
     18056         5          -1 AT5g03040
     18057         5          -1 AT5g03050
     18058         5          -1 AT5g03060
     18059         5          -1 AT5g03070
     18060         5           1 AT5g03080
     18061         5           1 AT5g03090
     18062         5           1 AT5g03100
     18063         5           1 AT5g03110
     18064         5           1 AT5g03120
     18065         5           1 AT5g03130
     18066         5          -1 AT5g03140
     18067         5           1 AT5g03150
     18068         5           1 AT5g03160
     18069         5          -1 AT5g03170
     18070         5          -1 AT5g03180
     18071         5           1 AT5g03190
     18072         5          -1 AT5g03200
     18073         5          -1 AT5g03210
     18074         5          -1 AT5g03220
     18075         5           1 AT5g03230
     18076         5          -1 AT5g03240
     18077         5           1 AT5g03250
     18078         5          -1 AT5g03260
     18079         5           1 AT5g03270
     18080         5           1 AT5g03280
     18081         5           1 AT5g03290
     18082         5           1 AT5g03300
     18083         5          -1 AT5g03310
     18084         5           1 AT5g03320
     18085         5           1 AT5g03330
     18086         5          -1  AT5g0340
     18087         5          -1 AT5g03350
     18088         5           1 AT5g03360
     18088         5           1 AT5g03365
     18089         5          -1 AT5g03370
     18090         5          -1 AT5g03380
     18091         5           1 AT5g03390
     18092         5          -1 AT5g03400
     18093         5           1 AT5g03410
     18094         5           1 AT5g03415
     18095         5           1 AT5g03420
     18096         5          -1 AT5g03430
     18097         5          -1 AT5g03435
     18098         5          -1 AT5g03440
     18099         5          -1 AT5g03450
     18100         5           1 AT5g03455
     18101         5           1 AT5g03460
     18102         5           1 AT5g03470
     18103         5          -1 AT5g03480
     18104         5           1 AT5g03490
     18105         5          -1 AT5g03500
     18106         5          -1 AT5g03505
     18107         5           1 AT5g03510
     18108         5           1 AT5g03520
     18109         5          -1 AT5g03530
     18110         5           1 AT5g03540
     18111         5           1 AT5g03545
     18112         5          -1 AT5g03550
     18113         5          -1 AT5g03555
     18114         5          -1 AT5g03560
     18115         5           1 AT5g03570
     18116         5           1 AT5g03590
     18117         5           1 AT5g03600
     18118         5           1 AT5g03610
     18119         5           1 AT5g03620
     18120         5          -1 AT5g03630
     18121         5           1 AT5g03640
     18122         5           1 AT5g03650
     18123         5           1 AT5g03660
     18124         5           1 AT5g03670
     18125         5           1 AT5g03680
     18126         5          -1 AT5g03690
     18127         5          -1 AT5g03700
     18128         5           1 AT5g03710
     18129         5          -1 AT5g03720
     18130         5          -1 AT5g03730
     18131         5           1 AT5g03740
     18132         5           1 AT5g03750
     18133         5          -1 AT5g03760
     18134         5           1 AT5g03770
     18135         5          -1 AT5g03780
     18136         5           1 AT5g03790
     18137         5          -1 AT5g03800
     18138         5          -1 AT5g03810
     18138         5          -1 AT5g03820
     18139         5           1 AT5g03830
     18140         5          -1 AT5g03840
     18141         5          -1 AT5g03850
     18142         5          -1 AT5g03860
     18143         5          -1 AT5g03870
     18144         5          -1 AT5g03880
     18145         5           1 AT5g03890
     18146         5           1 AT5g03900
     18147         5          -1 AT5g03910
     18148         5           1 AT5g03920
     18149         5           1 AT5g03930
     18150         5          -1 AT5g03940
     18151         5           1 AT5g03950
     18152         5          -1 AT5g03960
     18153         5          -1 AT5g03970
     18154         5          -1 AT5g03980
     18155         5           1 AT5g03990
     18156         5          -1 AT5g04000
     18157         5          -1 AT5g04010
     18158         5          -1 AT5g04020
     18159         5          -1 AT5g04030
     18160         5           1 AT5g04040
     18161         5           1 AT5g04050
     18162         5           1 AT5g04060
     18163         5           1 AT5g04070
     18164         5           1 AT5g04080
     18165         5          -1 AT5g04090
     18166         5          -1 AT5g04100
     18167         5          -1 AT5g04110
     18167         5          -1 AT5g04130
     18168         5           1 AT5g04120
     18169         5           1 AT5g04140
     18170         5          -1 AT5g04150
     18171         5          -1 AT5g04160
     18172         5           1 AT5g04170
     18173         5          -1 AT5g04180
     18174         5           1 AT5g04190
     18175         5           1 AT5g04200
     18176         5          -1 AT5g04210
     18177         5          -1 AT5g04220
     18178         5           1 AT5g04230
     18179         5           1 AT5g04240
     18180         5           1 AT5g04250
     18181         5          -1 AT5g04260
     18182         5          -1 AT5g04270
     18183         5           1 AT5g04280
     18184         5           1 AT5g04290
     18185         5          -1 AT5g04300
     18186         5          -1 AT5g04310
     18187         5           1 AT5g04320
     18188         5          -1 AT5g04330
     18189         5          -1 AT5g04340
     18190         5           1 AT5g04350
     18191         5           1 AT5g04360
     18192         5           1 AT5g04370
     18192         5           1 AT5g04380
     18193         5           1 AT5g04390
     18194         5           1 AT5g04400
     18195         5           1 AT5g04410
     18196         5          -1 AT5g04420
     18197         5          -1 AT5g04430
     18198         5           1 AT5g04440
     18199         5          -1 AT5g04450
     18200         5           1 AT5g04460
     18201         5          -1 AT5g04470
     18202         5          -1 AT5g04480
     18203         5           1 AT5g04490
     18204         5           1 AT5g04500
     18205         5           1 AT5g04510
     18206         5          -1 AT5g04520
     18207         5          -1 AT5g04530
     18208         5          -1 AT5g04540
     18209         5          -1 AT5g04550
     18210         5           1 AT5g04560
     18211         5           1 AT5g04570
     18212         5           1 AT5g04580
     18213         5           1 AT5g04590
     18214         5           1 AT5g04600
     18215         5          -1 AT5g04610
     18216         5           1 AT5g04620
     18217         5           1 AT5g04630
     18217         5           1 AT5g04660
     18218         5           1 AT5g04640
     18219         5           1 AT5g04650
     18220         5          -1 AT5g04670
     18221         5          -1 AT5g04680
     18221         5          -1 AT5g04690
     18221         5          -1 AT5g04700
     18221         5          -1 AT5g04730
     18222         5          -1 AT5g04710
     18223         5           1 AT5g04720
     18224         5          -1 AT5g04740
     18225         5           1 AT5g04750
     18226         5          -1 AT5g04760
     18227         5           1 AT5g04770
     18228         5           1 AT5g04780
     18229         5          -1 AT5g04790
     18230         5           1 AT5g04800
     18231         5           1 AT5g04810
     18232         5           1 AT5g04820
     18233         5          -1 AT5g04830
     18234         5           1 AT5g04840
     18235         5          -1 AT5g04850
     18236         5          -1 AT5g04860
     18237         5          -1 AT5g04870
     18238         5          -1 AT5g04880
     18239         5           1 AT5g04890
     18240         5           1 AT5g04900
     18241         5           1 AT5g04910
     18242         5          -1 AT5g04920
     18243         5           1 AT5g04930
     18244         5          -1 AT5g04940
     18245         5          -1 AT5g04950
     18246         5           1 AT5g04960
     18246         5           1 AT5g04970
     18247         5          -1 AT5g04980
     18248         5          -1 AT5g04990
     18249         5          -1 AT5g05000
     18250         5           1 AT5g05010
     18251         5          -1 AT5g05020
     18252         5          -1 AT5g05030
     18253         5          -1 AT5g05040
     18253         5          -1 AT5g05060
     18254         5           1 AT5g05050
     18255         5           1 AT5g05070
     18256         5          -1 AT5g05080
     18257         5           1 AT5g05090
     18258         5          -1 AT5g05100
     18259         5          -1 AT5g05110
     18260         5           1 AT5g05120
     18261         5           1 AT5g05130
     18262         5           1 AT5g05140
     18263         5          -1 AT5g05150
     18264         5           1 AT5g05160
     18265         5          -1 AT5g05170
     18266         5           1 AT5g05180
     18267         5           1 AT5g05190
     18268         5          -1 AT5g05200
     18269         5           1 AT5g05210
     18270         5           1 AT5g05220
     18271         5           1 AT5g05230
     18272         5          -1 AT5g05240
     18273         5          -1 AT5g05250
     18274         5          -1 AT5g05260
     18275         5           1 AT5g05270
     18276         5          -1 AT5g05280
     18277         5           1 AT5g05290
     18278         5          -1 AT5g05300
     18279         5           1 AT5g05310
     18280         5          -1 AT5g05320
     18281         5          -1 AT5g05330
     18282         5          -1 AT5g05340
     18283         5           1 AT5g05350
     18284         5           1 AT5g05360
     18285         5          -1 AT5g05370
     18286         5           1 AT5g05380
     18287         5           1 AT5g05390
     18288         5          -1 AT5g05400
     18289         5           1 AT5g05410
     18290         5          -1 AT5g05420
     18291         5          -1 AT5g05430
     18292         5           1 AT5g05440
     18293         5           1 AT5g05450
     18294         5           1 AT5g05460
     18295         5           1 AT5g05470
     18296         5          -1 AT5g05480
     18297         5           1 AT5g05490
     18298         5           1 AT5g05500
     18299         5          -1 AT5g05510
     18300         5           1 AT5g05520
     18301         5           1 AT5g05530
     18302         5           1 AT5g05540
     18303         5          -1 AT5g05550
     18304         5           1 AT5g05560
     18305         5           1 AT5g05570
     18306         5           1 AT5g05580
     18307         5          -1 AT5g05590
     18308         5           1 AT5g05600
     18309         5          -1 AT5g05610
     18310         5           1 AT5g05620
     18311         5           1 AT5g05630
     18312         5           1 AT5g05640
     18313         5          -1 AT5g05650
     18314         5          -1 AT5g05660
     18315         5          -1 AT5g05670
     18316         5           1 AT5g05680
     18317         5          -1 AT5g05690
     18318         5          -1 AT5g05700
     18319         5           1 AT5g05710
     18320         5           1 AT5g05720
     18321         5          -1 AT5g05730
     18322         5          -1 AT5g05740
     18323         5           1 AT5g05750
     18324         5          -1 AT5g05760
     18325         5           1 AT5g05770
     18326         5           1 AT5g05780
     18327         5          -1 AT5g05790
     18328         5          -1 AT5g05800
     18329         5           1 AT5g05810
     18330         5          -1 AT5g05820
     18331         5           1 AT5g05830
     18332         5          -1 AT5g05840
     18333         5          -1 AT5g05850
     18334         5           1 AT5g05860
     18334         5           1 AT5g05870
     18334         5           1 AT5g05880
     18334         5           1 AT5g05890
     18334         5           1 AT5g05900
     18335         5           1 AT5g05910
     18336         5          -1 AT5g05920
     18337         5          -1 AT5g05930
     18338         5           1 AT5g05940
     18339         5           1 AT5g05950
     18340         5           1 AT5g05960
     18341         5           1 AT5g05970
     18342         5          -1 AT5g05980
     18343         5          -1 AT5g05990
     18344         5           1 AT5g06000
     18345         5           1 AT5g06010
     18346         5           1 AT5g06020
     18346         5           1 AT5g06030
     18347         5           1 AT5g06040
     18348         5           1 AT5g06050
     18349         5          -1 AT5g06060
     18350         5          -1 AT5g06070
     18351         5          -1 AT5g06080
     18352         5           1 AT5g06090
     18353         5           1 AT5g06100
     18354         5          -1 AT5g06110
     18355         5           1 AT5g06120
     18356         5          -1 AT5g06130
     18357         5          -1 AT5g06140
     18358         5          -1 AT5g06150
     18359         5          -1 AT5g06160
     18360         5           1 AT5g06170
     18361         5           1 AT5g06180
     18362         5          -1 AT5g06190
     18363         5           1 AT5g06200
     18364         5           1 AT5g06210
     18365         5           1 AT5g06220
     18366         5          -1 AT5g06230
     18367         5           1 AT5g06240
     18368         5          -1 AT5g06250
     18369         5          -1 AT5g06260
     18370         5           1 AT5g06270
     18371         5          -1 AT5g06280
     18372         5           1 AT5g06290
     18373         5          -1 AT5g06300
     18374         5           1 AT5g06310
     18375         5          -1 AT5g06320
     18376         5          -1 AT5g06330
     18377         5           1 AT5g06340
     18378         5           1 AT5g06350
     18379         5           1 AT5g06360
     18380         5          -1 AT5g06370
     18381         5           1 AT5g06380
     18382         5           1 AT5g06390
     18383         5           1 AT5g06400
     18384         5          -1 AT5g06410
     18385         5           1 AT5g06420
     18386         5          -1 AT5g06430
     18387         5          -1 AT5g06440
     18388         5          -1 AT5g06450
     18389         5           1 AT5g06460
     18390         5          -1 AT5g06470
     18391         5          -1 AT5g06480
     18392         5          -1 AT5g06490
     18393         5           1 AT5g06500
     18394         5           1 AT5g06510
     18395         5          -1 AT5g06520
     18396         5          -1 AT5g06530
     18397         5          -1 AT5g06540
     18398         5          -1 AT5g06550
     18399         5          -1 AT5g06560
     18400         5          -1 AT5g06570
     18401         5          -1 AT5g06580
     18402         5           1 AT5g06590
     18403         5          -1 AT5g06600
     18404         5           1 AT5g06610
     18405         5           1 AT5g06620
     18406         5          -1 AT5g06630
     18406         5          -1 AT5g06640
     18407         5           1 AT5g06650
     18408         5           1 AT5g06660
     18409         5          -1 AT5g06670
     18410         5           1 AT5g06680
     18411         5          -1 AT5g06690
     18412         5           1 AT5g06700
     18413         5          -1 AT5g06710
     18414         5          -1 AT5g06720
     18414         5          -1 AT5g06730
     18415         5           1 AT5g06740
     18416         5          -1 AT5g06750
     18417         5          -1 AT5g06760
     18418         5          -1 AT5g06770
     18419         5          -1 AT5g06780
     18420         5          -1 AT5g06790
     18421         5           1 AT5g06800
     18422         5           1 AT5g06810
     18423         5           1 AT5g06820
     18424         5          -1 AT5g06830
     18425         5           1 AT5g06840
     18426         5          -1 AT5g06850
     18427         5           1 AT5g06860
     18427         5           1 AT5g06870
     18428         5           1 AT5g06890
     18429         5          -1 AT5g06900
     18429         5          -1 AT5g06905
     18430         5           1 AT5g06910
     18431         5           1 AT5g06920
     18432         5           1 AT5g06930
     18433         5          -1 AT5g06940
     18434         5           1 AT5g06950
     18434         5           1 AT5g06960
     18435         5          -1 AT5g06970
     18436         5           1 AT5g06980
     18437         5           1 AT5g06990
     18438         5          -1 AT5g07000
     18438         5          -1 AT5g07010
     18439         5          -1 AT5g07020
     18440         5          -1 AT5g07030
     18441         5           1 AT5g07040
     18442         5          -1 AT5g07050
     18443         5          -1 AT5g07060
     18444         5          -1 AT5g07070
     18445         5           1 AT5g07080
     18446         5           1 AT5g07090
     18447         5           1 AT5g07100
     18448         5           1 AT5g07110
     18449         5          -1 AT5g07120
     18450         5           1 AT5g07130
     18451         5           1 AT5g07140
     18452         5           1 AT5g07150
     18453         5          -1 AT5g07160
     18454         5           1 AT5g07170
     18455         5          -1 AT5g07180
     18456         5           1 AT5g07190
     18457         5          -1 AT5g07200
     18458         5           1 AT5g07210
     18459         5          -1 AT5g07220
     18460         5           1 AT5g07230
     18461         5           1 AT5g07240
     18462         5          -1 AT5g07250
     18463         5           1 AT5g07260
     18464         5           1 AT5g07270
     18465         5           1 AT5g07280
     18466         5           1 AT5g07290
     18467         5           1 AT5g07300
     18468         5           1 AT5g07310
     18469         5           1 AT5g07320
     18470         5           1 AT5g07330
     18471         5           1 AT5g07340
     18472         5          -1 AT5g07350
     18473         5          -1 AT5g07360
     18474         5           1 AT5g07370
     18475         5           1 AT5g07380
     18476         5          -1 AT5g07390
     18477         5           1 AT5g07400
     18478         5           1 AT5g07410
     18478         5           1 AT5g07420
     18478         5           1 AT5g07430
     18479         5           1 AT5g07440
     18480         5          -1 AT5g07450
     18481         5          -1 AT5g07460
     18481         5          -1 AT5g07470
     18482         5           1 AT5g07480
     18483         5           1 AT5g07490
     18484         5           1 AT5g07500
     18485         5          -1 AT5g07510
     18486         5          -1 AT5g07520
     18487         5          -1 AT5g07530
     18488         5          -1 AT5g07540
     18489         5          -1 AT5g07550
     18490         5          -1 AT5g07560
     18491         5           1 AT5g07570
     18492         5           1 AT5g07580
     18493         5          -1 AT5g07590
     18494         5          -1 AT5g07600
     18495         5           1 AT5g07610
     18496         5          -1 AT5g07620
     18497         5           1 AT5g07630
     18498         5           1 AT5g07640
     18499         5          -1 AT5g07650
     18499         5          -1 AT5g07740
     18499         5          -1 AT5g07750
     18499         5          -1 AT5g07760
     18499         5          -1 AT5g07770
     18499         5          -1 AT5g07780
     18500         5           1 AT5g07660
     18501         5           1 AT5g07670
     18502         5           1 AT5g07680
     18503         5           1 AT5g07690
     18503         5           1 AT5g07700
     18504         5           1 AT5g07710
     18505         5           1 AT5g07720
     18506         5          -1 AT5g07730
     18507         5           1 AT5g07790
     18508         5          -1 AT5g07800
     18509         5          -1 AT5g07810
     18510         5          -1 AT5g07820
     18511         5           1 AT5g07830
     18512         5          -1 AT5g07840
     18513         5           1 AT5g07850
     18513         5           1 AT5g07860
     18513         5           1 AT5g07870
     18514         5          -1 AT5g07880
     18515         5          -1 AT5g07890
     18516         5           1 AT5g07900
     18517         5          -1 AT5g07910
     18518         5          -1 AT5g07920
     18519         5           1 AT5g07930
     18520         5           1 AT5g07940
     18520         5           1 AT5g07970
     18520         5           1 AT5g07980
     18521         5          -1 AT5g07950
     18522         5           1 AT5g07960
     18523         5           1 AT5g07990
     18524         5           1 AT5g08000
     18525         5           1 AT5g08010
     18526         5           1 AT5g08020
     18527         5          -1 AT5g08030
     18528         5          -1 AT5g08040
     18529         5           1 AT5g08050
     18530         5           1 AT5g08060
     18531         5           1 AT5g08070
     18532         5           1 AT5g08080
     18533         5           1 AT5g08090
     18534         5          -1 AT5g08100
     18535         5          -1 AT5g08110
     18536         5          -1 AT5g08120
     18537         5          -1 AT5g08130
     18538         5           1 AT5g08140
     18539         5          -1 AT5g08150
     18540         5          -1 AT5g08160
     18541         5          -1 AT5g08170
     18542         5          -1 AT5g08180
     18543         5           1 AT5g08190
     18544         5           1 AT5g08200
     18545         5          -1 AT5g08210
     18546         5          -1 AT5g08220
     18547         5          -1 AT5g08230
     18548         5          -1 AT5g08240
     18549         5          -1 AT5g08250
     18550         5           1 AT5g08260
     18551         5           1 AT5g08270
     18552         5          -1 AT5g08280
     18553         5           1 AT5g08290
     18554         5           1 AT5g08300
     18555         5          -1 AT5g08310
     18556         5           1 AT5g08320
     18557         5           1 AT5g08330
     18558         5           1 AT5g08340
     18559         5          -1 AT5g08350
     18560         5           1 AT5g08360
     18561         5          -1 AT5g08370
     18561         5          -1 AT5g08380
     18562         5           1 AT5g08390
     18563         5          -1 AT5g08400
     18564         5          -1 AT5g08410
     18565         5           1 AT5g08420
     18566         5           1 AT5g08430
     18567         5           1 AT5g08440
     18568         5          -1 AT5g08450
     18569         5           1 AT5g08460
     18570         5           1 AT5g08470
     18571         5           1 AT5g08480
     18572         5          -1 AT5g08490
     18572         5          -1 AT5g08510
     18573         5           1 AT5g08500
     18574         5          -1 AT5g08520
     18575         5          -1 AT5g08530
     18576         5           1 AT5g08540
     18577         5          -1 AT5g08550
     18578         5          -1 AT5g08560
     18579         5           1 AT5g08570
     18580         5          -1 AT5g08580
     18581         5           1 AT5g08590
     18582         5           1 AT5g08600
     18583         5           1 AT5g08610
     18583         5           1 AT5g08620
     18584         5          -1 AT5g08630
     18585         5           1 AT5g08640
     18586         5          -1 AT5g08650
     18587         5          -1 AT5g09210
     18588         5           1 AT5g09220
     18589         5           1 AT5g09230
     18590         5          -1 AT5g09240
     18591         5          -1 AT5g09250
     18592         5           1 AT5g09260
     18593         5           1 AT5g09270
     18594         5          -1 AT5g09280
     18595         5           1 AT5g09290
     18596         5          -1 AT5g09300
     18597         5          -1 AT5g09310
     18598         5          -1 AT5g09320
     18599         5          -1 AT5g09330
     18600         5          -1 AT5g09340
     18601         5          -1 AT5g09350
     18602         5          -1 AT5g09360
     18603         5          -1 AT5g09370
     18604         5          -1 AT5g09380
     18605         5           1 AT5g09390
     18606         5           1 AT5g09400
     18607         5           1 AT5g09410
     18608         5           1 AT5g09420
     18609         5           1 AT5g09430
     18610         5           1 AT5g09440
     18611         5           1 AT5g09450
     18612         5          -1 AT5g09460
     18613         5          -1 AT5g09470
     18614         5          -1 AT5g09480
     18615         5          -1 AT5g09490
     18615         5          -1 AT5g09500
     18615         5          -1 AT5g09510
     18616         5          -1 AT5g09520
     18617         5          -1 AT5g09530
     18618         5          -1 AT5g09540
     18619         5           1 AT5g09550
     18620         5           1 AT5g09560
     18621         5           1 AT5g09570
     18622         5           1 AT5g09580
     18623         5           1 AT5g09590
     18623         5           1 AT5g09600
     18624         5           1 AT5g09610
     18625         5          -1 AT5g09620
     18626         5          -1 AT5g09630
     18627         5           1 AT5g09640
     18628         5          -1 AT5g09650
     18629         5          -1 AT5g09660
     18630         5          -1 AT5g09670
     18631         5          -1 AT5g09680
     18632         5          -1 AT5g09690
     18633         5          -1 AT5g09700
     18633         5          -1 AT5g09730
     18634         5          -1 AT5g09710
     18635         5          -1 AT5g09720
     18636         5          -1 AT5g09740
     18637         5          -1 AT5g09750
     18638         5           1 AT5g09760
     18639         5          -1 AT5g09770
     18640         5          -1 AT5g09780
     18641         5          -1 AT5g09790
     18642         5          -1 AT5g09800
     18643         5           1 AT5g09810
     18644         5          -1 AT5g09820
     18645         5          -1 AT5g09830
     18646         5           1 AT5g09840
     18647         5          -1 AT5g09850
     18648         5           1 AT5g09860
     18649         5           1 AT5g09870
     18650         5          -1 AT5g09880
     18651         5          -1 AT5g09890
     18652         5          -1 AT5g09900
     18653         5           1 AT5g09910
     18654         5           1 AT5g09920
     18655         5          -1 AT5g09930
     18656         5           1 AT5g09940
     18657         5          -1 AT5g09950
     18658         5           1 AT5g09960
     18659         5           1 AT5g09970
     18660         5           1 AT5g09980
     18661         5           1 AT5g09990
     18662         5           1 AT5g10000
     18663         5           1 AT5g10010
     18664         5           1 AT5g10020
     18665         5          -1 AT5g10030
     18666         5           1 AT5g10040
     18667         5           1 AT5g10050
     18668         5          -1 AT5g10060
     18669         5          -1 AT5g10070
     18670         5           1 AT5g10080
     18671         5          -1 AT5g10090
     18672         5           1 AT5g10100
     18673         5          -1 AT5g10110
     18674         5           1 AT5g10120
     18675         5          -1 AT5g10130
     18676         5          -1 AT5g10140
     18677         5          -1 AT5g10150
     18678         5           1 AT5g10160
     18679         5          -1 AT5g10170
     18680         5           1 AT5g10180
     18681         5           1 AT5g10190
     18682         5           1 AT5g10200
     18683         5           1 AT5g10210
     18684         5          -1 AT5g10220
     18684         5          -1 AT5g10230
     18685         5          -1 AT5g10240
     18686         5          -1 AT5g10250
     18687         5           1 AT5g10260
     18688         5          -1 AT5g10270
     18689         5           1 AT5g10280
     18690         5          -1 AT5g10290
     18691         5           1 AT5g10300
     18692         5          -1 AT5g10310
     18693         5          -1 AT5g10320
     18694         5          -1 AT5g10330
     18695         5           1 AT5g10340
     18696         5          -1 AT5g10350
     18697         5          -1 AT5g10360
     18698         5           1 AT5g10370
     18699         5           1 AT5g10380
     18700         5          -1 AT5g10390
     18700         5          -1 AT5g10400
     18701         5           1 AT5g10410
     18702         5          -1 AT5g10420
     18703         5          -1 AT5g10430
     18704         5          -1 AT5g10440
     18705         5          -1 AT5g10450
     18706         5           1 AT5g10460
     18707         5          -1 AT5g10470
     18708         5          -1 AT5g10480
     18709         5          -1 AT5g10490
     18710         5           1 AT5g10500
     18711         5           1 AT5g10510
     18712         5          -1 AT5g10520
     18713         5          -1 AT5g10530
     18714         5           1 AT5g10540
     18715         5          -1 AT5g10550
     18716         5          -1 AT5g10560
     18717         5           1 AT5g10570
     18718         5           1 AT5g10580
     18719         5          -1 AT5g10590
     18720         5           1 AT5g10600
     18720         5           1 AT5g10610
     18721         5          -1 AT5g10620
     18722         5           1 AT5g10640
     18722         5           1 AT5g10630
     18723         5          -1 AT5g10650
     18724         5           1 AT5g10660
     18725         5          -1 AT5g10670
     18726         5           1 AT5g10680
     18727         5          -1 AT5g10690
     18728         5          -1 AT5g10700
     18729         5           1 AT5g10710
     18730         5           1 AT5g10720
     18731         5          -1 AT5g10730
     18732         5          -1 AT5g10740
     18733         5           1 AT5g10750
     18734         5          -1 AT5g10760
     18735         5          -1 AT5g10770
     18736         5           1 AT5g10780
     18737         5           1 AT5g10790
     18738         5          -1 AT5g10800
     18739         5          -1 AT5g10810
     18740         5          -1 AT5g10820
     18741         5           1 AT5g10830
     18742         5          -1 AT5g10840
     18743         5           1 AT5g10850
     18744         5          -1 AT5g10860
     18745         5          -1 AT5g10870
     18746         5           1 AT5g10880
     18747         5          -1 AT5g10890
     18748         5          -1 AT5g10900
     18749         5           1 AT5g10910
     18750         5           1 AT5g10920
     18751         5          -1 AT5g10930
     18752         5          -1 AT5g10940
     18753         5          -1 AT5g10950
     18754         5           1 AT5g10960
     18755         5           1 AT5g10970
     18756         5          -1 AT5g10980
     18757         5           1 AT5g10990
     18758         5          -1 AT5g11000
     18759         5           1 AT5g11010
     18760         5          -1 AT5g11020
     18761         5          -1 AT5g11030
     18762         5           1 AT5g11040
     18763         5           1 AT5g11050
     18764         5           1 AT5g11060
     18765         5          -1 AT5g11070
     18766         5          -1 AT5g11080
     18767         5           1 AT5g11090
     18768         5           1 AT5g11100
     18769         5           1 AT5g11110
     18770         5           1 AT5g11120
     18771         5           1 AT5g11130
     18772         5           1 AT5g11140
     18773         5          -1 AT5g11150
     18774         5           1 AT5g11160
     18775         5           1 AT5g11170
     18775         5           1 AT5g11200
     18776         5          -1 AT5g11180
     18776         5          -1 AT5g11210
     18777         5           1 AT5g11190
     18778         5           1 AT5g11220
     18779         5           1 AT5g11230
     18780         5           1 AT5g11240
     18781         5          -1 AT5g11250
     18782         5          -1 AT5g11260
     18783         5          -1 AT5g11270
     18784         5           1 AT5g11280
     18785         5           1 AT5g11290
     18786         5          -1 AT5g11300
     18787         5           1 AT5g11310
     18788         5          -1 AT5g11320
     18789         5          -1 AT5g11330
     18790         5           1 AT5g11340
     18791         5          -1 AT5g11360
     18792         5           1 AT5g11370
     18793         5           1 AT5g11380
     18794         5           1 AT5g11390
     18795         5          -1 AT5g11400
     18796         5          -1 AT5g11410
     18797         5           1 AT5g11420
     18798         5           1 AT5g11430
     18799         5          -1 AT5g11440
     18800         5           1 AT5g11450
     18801         5          -1 AT5g11460
     18802         5          -1 AT5g11470
     18803         5          -1 AT5g11480
     18804         5           1 AT5g11490
     18805         5           1 AT5g11500
     18806         5           1 AT5g11510
     18807         5          -1 AT5g11520
     18808         5           1 AT5g11530
     18809         5          -1 AT5g11540
     18810         5          -1 AT5g11550
     18811         5          -1 AT5g11560
     18812         5          -1 AT5g11570
     18813         5           1 AT5g11580
     18814         5          -1 AT5g11590
     18815         5          -1 AT5g11600
     18816         5          -1 AT5g11610
     18817         5          -1 AT5g11620
     18818         5           1 AT5g11630
     18819         5           1 AT5g11640
     18820         5           1 AT5g11650
     18821         5           1 AT5g11660
     18822         5           1 AT5g11670
     18823         5           1 AT5g11680
     18824         5           1 AT5g11690
     18825         5          -1 AT5g11700
     18826         5           1 AT5g11710
     18827         5           1 AT5g11720
     18828         5           1 AT5g11730
     18829         5           1 AT5g11740
     18830         5           1 AT5g11750
     18831         5           1 AT5g11760
     18832         5          -1 AT5g11770
     18833         5           1 AT5g11780
     18834         5           1 AT5g11790
     18835         5          -1 AT5g11800
     18836         5           1 AT5g11810
     18837         5          -1 AT5g11820
     18838         5          -1 AT5g11830
     18839         5          -1 AT5g11840
     18840         5          -1 AT5g11850
     18841         5          -1 AT5g11860
     18842         5           1 AT5g11870
     18843         5          -1 AT5g11880
     18844         5           1 AT5g11890
     18845         5           1 AT5g11900
     18846         5          -1 AT5g11910
     18847         5           1 AT5g11920
     18848         5          -1 AT5g11930
     18849         5           1 AT5g11940
     18850         5           1 AT5g11950
     18851         5          -1 AT5g11960
     18852         5          -1 AT5g11970
     18853         5          -1 AT5g11980
     18854         5          -1 AT5g11990
     18855         5          -1 AT5g12000
     18856         5          -1 AT5g12010
     18857         5          -1 AT5g12020
     18857         5          -1 AT5g12030
     18858         5           1 AT5g12040
     18859         5           1 AT5g12050
     18860         5          -1 AT5g12060
     18861         5          -1 AT5g12070
     18862         5          -1 AT5g12080
     18863         5           1 AT5g12090
     18864         5           1 AT5g12100
     18865         5           1 AT5g12110
     18866         5          -1 AT5g12120
     18867         5           1 AT5g12130
     18868         5          -1 AT5g12140
     18869         5          -1 AT5g12150
     18870         5           1 AT5g12160
     18871         5           1 AT5g12170
     18872         5           1 AT5g12180
     18873         5          -1 AT5g12190
     18874         5          -1 AT5g12200
     18875         5           1 AT5g12210
     18876         5           1 AT5g12220
     18877         5          -1 AT5g12230
     18878         5          -1 AT5g12240
     18879         5          -1 AT5g12250
     18880         5           1 AT5g12260
     18881         5          -1 AT5g12840
     18882         5           1 AT5g12850
     18883         5          -1 AT5g12860
     18884         5          -1 AT5g12870
     18885         5          -1 AT5g12880
     18886         5          -1 AT5g12890
     18887         5          -1 AT5g12900
