Wed Nov 19 13:23:03 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

Control File = control.txt

-parameters
	T = 0.05
	total points = 22068
	total_features = 23321
	total_cells = 2.71923e+08
	h = 8.11554e-05
	d_T = 25.6408
	Min_Block_Size = 3
	block_prob = 0.001
	total_blocks = 508


-block 0
    points   contig1   contig2
       79        1        1

	point	dist	markers	orientation
	16783	4	{AT3g05230 }{AT5g27430 }	1
	16785	11	{AT3g05280 }{AT5g27490 }	1
	16786	4	{AT3g05290 }{AT5g27520 }	1
	16787	4	{AT3g05310 }{AT5g27540 }	1
	16791	12	{AT3g05380 }{AT5g27610 }	1
	16795	6	{AT3g05420 }{AT5g27630 }	1
	16796	3	{AT3g05430 }{AT5g27650 }	1
	16802	25	{AT3g05560 }{AT5g27770 }	1
	16803	9	{AT3g05580 }{AT5g27840 }	1
	16806	2	{AT3g05590 }{AT5g27850 }	1
	16808	4	{AT3g05610 AT3g05620 }{AT5g27870 }	1
	16811	8	{AT3g05640 }{AT5g27930 }	1


-block 389
    points   contig1   contig2
       19        3        5

	point	dist	markers	orientation
	17579	0	{AT3g26820 AT3g26840 }{AT5g41120 AT5g41130 }	-1
	17580	7	{AT3g26890 }{AT5g41110 }	-1
	17581	3	{AT3g26910 }{AT5g41100 }	-1
	17582	6	{AT3g26935 }{AT5g41060 }	-1
	17591	15	{AT3g27020 }{AT5g41000 }	-1
	17597	24	{AT3g27170 }{AT5g40890 }	-1
	17599	4	{AT3g27190 }{AT5g40870 }	-1
	17600	8	{AT3g27230 }{AT5g40830 }	-1
	17601	3	{AT3g27240 }{AT5g40810 }	-1
	17603	8	{AT3g27280 }{AT5g40770 }	-1
	17607	3	{AT3g27300 }{AT5g40760 }	-1
	17609	9	{AT3g27330 }{AT5g40720 }	-1
	17613	12	{AT3g27380 }{AT5g40650 }	-1
	17614	2	{AT3g27390 }{AT5g40640 }	-1
	17618	10	{AT3g27430 }{AT5g40580 }	-1
	17620	6	{AT3g27460 }{AT5g40550 }	-1
	17624	8	{AT3g27560 }{AT5g40540 }	-1
	17626	4	{AT3g27570 }{AT5g40510 }	-1
	17633	18	{AT3g27660 }{AT5g40420 }	-1


-block 390
    points   contig1   contig2
       17        3        5

	point	dist	markers	orientation
	18095	0	{AT3g49830 }{AT5g67630 }	-1
	18097	10	{AT3g49860 AT3g49870 }{AT5g67560 }	-1
	18098	3	{AT3g49880 }{AT5g67540 }	-1
	18099	6	{AT3g49910 }{AT5g67510 }	-1
	18100	2	{AT3g49920 }{AT5g67500 }	-1
	18101	10	{AT3g49940 }{AT5g67420 }	-1
	18102	4	{AT3g49960 }{AT5g67400 }	-1
	18103	6	{AT3g50000 }{AT5g67380 }	-1
	18108	14	{AT3g50060 }{AT5g67300 }	-1
	18109	5	{AT3g50070 }{AT5g67260 }	-1
	18110	2	{AT3g50080 }{AT5g67250 }	-1
	18111	2	{AT3g50090 AT3g50100 }{AT5g67240 }	-1
	18112	7	{AT3g50220 }{AT5g67210 }	-1
	18114	2	{AT3g50230 }{AT5g67200 }	-1
	18118	9	{AT3g50270 AT3g50280 AT3g50290 AT3g50300 }{AT5g67150 }	-1
	18119	8	{AT3g50310 }{AT5g67080 }	-1
	18120	9	{AT3g50340 }{AT5g67020 }	-1


-block 391
    points   contig1   contig2
       16        3        5

	point	dist	markers	orientation
	18128	0	{AT3g50650 }{AT5g66770 }	-1
	18130	9	{AT3g50700 }{AT5g66730 }	-1
	18131	4	{AT3g50720 AT3g50730 }{AT5g66710 }	-1
	18133	3	{AT3g50740 }{AT5g66690 }	-1
	18134	13	{AT3g50800 }{AT5g66580 }	-1
	18135	3	{AT3g50820 }{AT5g66570 }	-1
	18136	3	{AT3g50840 }{AT5g66560 }	-1
	18138	15	{AT3g50910 }{AT5g66480 }	-1
	18139	4	{AT3g50920 }{AT5g66450 }	-1
	18143	7	{AT3g50960 }{AT5g66410 }	-1
	18146	5	{AT3g50990 }{AT5g66390 }	-1
	18152	24	{AT3g51150 }{AT5g66310 }	-1
	18153	4	{AT3g51160 }{AT5g66280 }	-1
	18154	24	{AT3g51260 }{AT5g66140 }	-1
	18161	15	{AT3g51370 }{AT5g66080 }	-1
	18162	12	{AT3g51460 }{AT5g66020 }	-1


-block 392
    points   contig1   contig2
       14        3        5

	point	dist	markers	orientation
	16833	0	{AT3g06010 }{AT5g19310 }	-1
	16834	16	{AT3g06060 }{AT5g19200 }	-1
	16836	6	{AT3g06080 }{AT5g19160 }	-1
	16838	14	{AT3g06140 }{AT5g19080 }	-1
	16839	3	{AT3g06150 }{AT5g19060 }	-1
	16840	7	{AT3g06180 }{AT5g19020 }	-1
	16841	3	{AT3g06190 }{AT5g19000 }	-1
	16843	4	{AT3g06210 }{AT5g18980 }	-1
	16844	5	{AT3g06250 }{AT5g18960 }	-1
	16845	11	{AT3g06300 }{AT5g18900 }	-1
	16846	10	{AT3g06310 }{AT5g18800 }	-1
	16847	6	{AT3g06330 }{AT5g18760 }	-1
	16850	18	{AT3g06400 }{AT5g18620 }	-1
	16853	8	{AT3g06410 }{AT5g18550 }	-1


-block 393
    points   contig1   contig2
       14        3        5

	point	dist	markers	orientation
	16961	0	{AT3g09300 }{AT5g02100 }	1
	16963	10	{AT3g09330 AT3g09340 }{AT5g02170 AT5g02180 }	-1
	16965	3	{AT3g09350 }{AT5g02150 }	-1
	16966	18	{AT3g09370 }{AT5g02320 }	-1
	16968	8	{AT3g09400 }{AT5g02400 }	-1
	16971	12	{AT3g09440 }{AT5g02490 AT5g02500 }	1
	16974	17	{AT3g09500 }{AT5g02610 }	1
	16976	8	{AT3g09570 }{AT5g02630 }	1
	16979	12	{AT3g09590 }{AT5g02730 }	1
	16981	17	{AT3g09630 }{AT5g02870 }	1
	16982	11	{AT3g09670 }{AT5g02950 }	1
	16983	2	{AT3g09680 }{AT5g02960 }	1
	16984	2	{AT3g09690 }{AT5g02970 }	1
	16985	9	{AT3g09710 }{AT5g03040 }	1


-block 394
    points   contig1   contig2
       11        3        5

	point	dist	markers	orientation
	16864	0	{AT3g06620 AT3g06630 AT3g06640 }{AT5g49470 }	-1
	16865	2	{AT3g06650 }{AT5g49460 }	-1
	16866	14	{AT3g06670 }{AT5g49380 }	-1
	16867	12	{AT3g06720 }{AT5g49310 }	-1
	16870	24	{AT3g06830 }{AT5g49180 }	-1
	16874	25	{AT3g06930 }{AT5g49020 }	-1
	16877	18	{AT3g07010 }{AT5g48900 }	-1
	16883	22	{AT3g07070 }{AT5g48740 }	-1
	16884	6	{AT3g07110 }{AT5g48760 }	-1
	16886	18	{AT3g07190 }{AT5g48660 }	-1
	16891	17	{AT3g07310 }{AT5g48590 }	-1


-block 395
    points   contig1   contig2
       11        3        5

	point	dist	markers	orientation
	17022	0	{AT3g10480 AT3g10490 AT3g10500 }{AT5g04410 }	1
	17026	14	{AT3g10540 }{AT5g04510 }	1
	17027	4	{AT3g10550 }{AT5g04540 }	1
	17028	10	{AT3g10560 AT3g10570 }{AT5g04630 AT5g04660 }	1
	17029	13	{AT3g10600 }{AT5g04770 }	1
	17030	4	{AT3g10610 }{AT5g04800 }	1
	17032	8	{AT3g10640 }{AT5g04850 }	1
	17033	4	{AT3g10660 }{AT5g04870 }	1
	17036	14	{AT3g10710 AT3g10720 }{AT5g04960 AT5g04970 }	1
	17038	3	{AT3g10730 }{AT5g04990 }	1
	17040	23	{AT3g10820 }{AT5g05140 }	1


-block 396
    points   contig1   contig2
       11        3        5

	point	dist	markers	orientation
	17901	0	{AT3g45810 }{AT5g60010 }	-1
	17903	10	{AT3g45840 }{AT5g59920 AT5g59930 AT5g59940 }	-1
	17909	14	{AT3g45980 AT3g46030 }{AT5g59910 }	-1
	17911	4	{AT3g46000 AT3g46010 }{AT5g59880 AT5g59890 }	-1
	17912	5	{AT3g46040 }{AT5g59850 }	-1
	17915	3	{AT3g46060 }{AT5g59840 }	-1
	17917	10	{AT3g46110 }{AT5g59790 }	1
	17919	3	{AT3g46130 }{AT5g59780 }	-1
	17920	9	{AT3g46180 }{AT5g59740 }	1
	17921	7	{AT3g46230 }{AT5g59720 }	-1
	17927	6	{AT3g46290 }{AT5g59650 AT5g59660 AT5g59670 AT5g59680 AT5g59700 }	1


-block 397
    points   contig1   contig2
        9        3        5

	point	dist	markers	orientation
	16814	0	{AT3g05650 AT3g05660 }{AT5g27060 }	1
	16816	13	{AT3g05710 }{AT5g26980 }	-1
	16819	10	{AT3g05750 }{AT5g26910 }	-1
	16820	8	{AT3g05780 AT3g05790 }{AT5g26860 }	-1
	16824	16	{AT3g05840 }{AT5g26750 }	-1
	16825	17	{AT3g05910 }{AT5g26670 }	-1
	16827	5	{AT3g05930 }{AT5g26700 }	-1
	16828	5	{AT3g05940 }{AT5g26740 }	-1
	16831	11	{AT3g05960 }{AT5g26250 AT5g26340 }	-1


-block 398
    points   contig1   contig2
        9        3        5

	point	dist	markers	orientation
	16986	0	{AT3g09790 }{AT5g03240 }	1
	16988	9	{AT3g09820 }{AT5g03300 }	1
	16989	3	{AT3g09830 }{AT5g03320 }	1
	16995	23	{AT3g09880 }{AT5g03470 }	1
	16997	8	{AT3g09900 }{AT5g03520 }	1
	16999	2	{AT3g09910 }{AT5g03530 }	1
	17000	11	{AT3g09930 }{AT5g03610 }	1
	17001	3	{AT3g09940 }{AT5g03630 }	1
	17002	6	{AT3g09980 }{AT5g03660 }	1


-block 399
    points   contig1   contig2
        9        3        5

	point	dist	markers	orientation
	18066	0	{AT3g49290 }{AT5g24310 }	1
	18068	14	{AT3g49350 }{AT5g24390 }	1
	18071	3	{AT3g49360 }{AT5g24410 AT5g24420 }	1
	18072	2	{AT3g49370 }{AT5g24430 }	1
	18074	3	{AT3g49390 }{AT5g24440 }	1
	18075	3	{AT3g49410 }{AT5g24450 }	1
	18077	24	{AT3g49530 }{AT5g24590 }	1
	18079	4	{AT3g49550 }{AT5g24610 }	1
	18080	5	{AT3g49560 }{AT5g24650 }	1


-block 400
    points   contig1   contig2
        8        3        5

	point	dist	markers	orientation
	16929	0	{AT3g08850 }{AT5g01770 }	1
	16930	22	{AT3g08870 }{AT5g01540 AT5g01550 AT5g01560 }	1
	16932	7	{AT3g08890 }{AT5g01610 }	1
	16936	22	{AT3g08910 }{AT5g01390 }	1
	16941	25	{AT3g09020 }{AT5g01250 }	-1
	16946	23	{AT3g09140 }{AT5g01120 AT5g01130 AT5g01150 }	-1
	16947	15	{AT3g09220 }{AT5g01040 AT5g01050 }	1
	16954	3	{AT3g09240 }{AT5g01060 }	-1


-block 401
    points   contig1   contig2
        8        3        5

	point	dist	markers	orientation
	18082	0	{AT3g49670 }{AT5g65700 AT5g65710 }	1
	18083	8	{AT3g49680 }{AT5g65780 }	1
	18086	2	{AT3g49690 }{AT5g65790 }	1
	18089	2	{AT3g49700 }{AT5g65800 }	1
	18091	3	{AT3g49720 }{AT5g65810 }	1
	18092	2	{AT3g49730 }{AT5g65820 }	1
	18093	3	{AT3g49750 }{AT5g65830 }	1
	18094	15	{AT3g49810 }{AT5g65920 }	1


-block 402
    points   contig1   contig2
        7        3        5

	point	dist	markers	orientation
	16759	0	{AT3g04810 }{AT5g28290 }	-1
	16760	8	{AT3g04830 }{AT5g28220 }	-1
	16761	9	{AT3g04860 }{AT5g28150 }	-1
	16762	10	{AT3g04910 }{AT5g28080 }	-1
	16766	3	{AT3g04920 }{AT5g28060 }	-1
	16767	3	{AT3g04930 }{AT5g28040 }	-1
	16768	2	{AT3g04940 }{AT5g28020 AT5g28030 }	-1


-block 403
    points   contig1   contig2
        7        3        5

	point	dist	markers	orientation
	17840	0	{AT3g44260 }{AT5g22250 }	1
	17841	7	{AT3g44290 }{AT5g22290 }	1
	17842	2	{AT3g44300 AT3g44310 AT3g44320 }{AT5g22300 }	1
	17843	11	{AT3g44350 }{AT5g22380 }	1
	17849	21	{AT3g44540 AT3g44550 AT3g44560 }{AT5g22420 AT5g22500 }	1
	17861	24	{AT3g44710 }{AT5g22540 AT5g22550 AT5g22560 }	1
	17862	7	{AT3g44720 }{AT5g22630 }	1


-block 404
    points   contig1   contig2
        7        3        5

	point	dist	markers	orientation
	17883	0	{AT3g45240 }{AT5g60550 }	-1
	17886	8	{AT3g45260 }{AT5g60470 }	-1
	17888	16	{AT3g45310 }{AT5g60360 }	-1
	17890	7	{AT3g45330 AT3g45390 AT3g45410 AT3g45420 AT3g45430 AT3g45440 }{AT5g60270 AT5g60280 AT5g60300 AT5g60310 AT5g60320 }	-1
	17894	19	{AT3g45590 }{AT5g60230 }	-1
	17895	2	{AT3g45600 }{AT5g60220 }	-1
	17896	7	{AT3g45630 }{AT5g60170 }	-1


-block 405
    points   contig1   contig2
        7        3        5

	point	dist	markers	orientation
	17931	0	{AT3g46440 }{AT5g59290 }	1
	17932	3	{AT3g46460 }{AT5g59300 }	1
	17936	11	{AT3g46520 }{AT5g59370 }	1
	17937	13	{AT3g46590 }{AT5g59430 }	1
	17938	3	{AT3g46600 }{AT5g59450 }	1
	17939	10	{AT3g46620 }{AT5g59550 }	1
	17942	6	{AT3g46650 AT3g46660 AT3g46670 AT3g46680 AT3g46690 AT3g46700 AT3g46720 }{AT5g59580 AT5g59590 }	1


-block 406
    points   contig1   contig2
        7        3        5

	point	dist	markers	orientation
	18035	0	{AT3g48740 }{AT5g23660 }	1
	18039	5	{AT3g48780 AT3g48790 }{AT5g23670 }	1
	18040	6	{AT3g48830 }{AT5g23690 }	1
	18048	15	{AT3g48930 }{AT5g23740 }	1
	18049	2	{AT3g48940 }{AT5g23750 }	1
	18050	14	{AT3g48960 AT3g49010 }{AT5g23900 }	1
	18051	7	{AT3g48980 }{AT5g23850 }	1


-block 407
    points   contig1   contig2
        6        3        5

	point	dist	markers	orientation
	17005	0	{AT3g10200 }{AT5g04060 }	1
	17008	8	{AT3g10250 }{AT5g04090 }	1
	17010	4	{AT3g10270 }{AT5g04110 AT5g04130 }	1
	17012	6	{AT3g10290 }{AT5g04160 }	1
	17014	2	{AT3g10300 }{AT5g04170 }	1
	17017	10	{AT3g10340 }{AT5g04230 }	1


-block 408
    points   contig1   contig2
        6        3        5

	point	dist	markers	orientation
	17637	0	{AT3g27920 }{AT5g40330 }	-1
	17638	8	{AT3g27970 }{AT5g40310 }	-1
	17643	14	{AT3g28050 }{AT5g40230 AT5g40240 }	-1
	17644	4	{AT3g28070 AT3g28080 AT3g28100 AT3g28130 }{AT5g40210 }	-1
	17645	6	{AT3g28140 }{AT5g40190 }	-1
	17648	11	{AT3g28200 }{AT5g40150 }	-1


-block 409
    points   contig1   contig2
        6        3        5

	point	dist	markers	orientation
	17724	0	{AT3g30420 }{AT5g35130 }	-1
	17725	22	{AT3g30440 }{AT5g34900 }	-1
	17726	13	{AT3g30470 }{AT5g35030 }	1
	17728	4	{AT3g30500 }{AT5g35040 }	1
	17732	11	{AT3g30560 }{AT5g34960 }	-1
	17733	8	{AT3g30600 }{AT5g35030 }	-1


-block 410
    points   contig1   contig2
        6        3        5

	point	dist	markers	orientation
	17949	0	{AT3g46820 }{AT5g59160 }	-1
	17951	2	{AT3g46830 }{AT5g59150 }	-1
	17955	3	{AT3g46840 AT3g46850 }{AT5g59090 AT5g59100 AT5g59110 AT5g59120 AT5g59130 AT5g59190 }	-1
	17957	22	{AT3g46930 }{AT5g58950 }	-1
	17960	18	{AT3g47060 }{AT5g58870 }	-1
	17963	10	{AT3g47120 AT3g47160 }{AT5g58790 }	-1


-block 411
    points   contig1   contig2
        6        3        5

	point	dist	markers	orientation
	18028	0	{AT3g48520 }{AT5g63450 }	1
	18029	9	{AT3g48590 }{AT5g63470 }	1
	18030	13	{AT3g48680 }{AT5g63510 }	1
	18031	6	{AT3g48710 }{AT5g63550 }	1
	18033	2	{AT3g48720 }{AT5g63560 }	1
	18034	2	{AT3g48730 }{AT5g63570 }	1


-block 412
    points   contig1   contig2
        5        3        5

	point	dist	markers	orientation
	17683	0	{AT3g28930 AT3g28940 AT3g28950 }{AT5g39720 AT5g39730 }	-1
	17691	20	{AT3g29035 }{AT5g39610 }	-1
	17693	17	{AT3g29100 }{AT5g39510 }	-1
	17695	10	{AT3g29160 }{AT5g39440 }	-1
	17696	3	{AT3g29180 }{AT5g39430 }	-1


-block 413
    points   contig1   contig2
        5        3        5

	point	dist	markers	orientation
	17868	0	{AT3g44850 }{AT5g22840 }	1
	17869	9	{AT3g44900 }{AT5g22900 }	1
	17870	2	{AT3g44910 AT3g44920 AT3g44930 }{AT5g22910 }	1
	17872	11	{AT3g45000 }{AT5g22950 }	1
	17873	4	{AT3g45010 }{AT5g22980 }	1


-block 414
    points   contig1   contig2
        5        3        5

	point	dist	markers	orientation
	18326	0	{AT3g55920 }{AT5g58710 }	-1
	18327	4	{AT3g55940 }{AT5g58670 AT5g58690 AT5g58700 }	-1
	18331	9	{AT3g55980 }{AT5g58620 }	1
	18336	15	{AT3g56050 }{AT5g58540 }	-1
	18338	17	{AT3g56070 }{AT5g58710 }	-1


-block 415
    points   contig1   contig2
        4        3        5

	point	dist	markers	orientation
	17434	0	{AT3g22810 }{AT5g43870 }	-1
	17435	5	{AT3g22830 }{AT5g43840 }	-1
	17436	4	{AT3g22850 }{AT5g43830 }	-1
	17438	9	{AT3g22890 }{AT5g43780 }	-1


-block 416
    points   contig1   contig2
        4        3        5

	point	dist	markers	orientation
	17975	0	{AT3g47370 }{AT5g62300 }	1
	17976	6	{AT3g47380 }{AT5g62350 }	1
	17979	14	{AT3g47460 }{AT5g62410 }	1
	17984	14	{AT3g47550 }{AT5g62460 }	1


-block 417
    points   contig1   contig2
        4        3        5

	point	dist	markers	orientation
	18198	0	{AT3g52880 }{AT5g03630 }	1
	18199	2	{AT3g52890 }{AT5g03640 }	1
	18203	5	{AT3g52920 }{AT5g03660 }	1
	18204	4	{AT3g52930 }{AT5g03690 }	1


-block 418
    points   contig1   contig2
        4        3        5

	point	dist	markers	orientation
	18451	0	{AT3g61470 }{AT5g28450 }	-1
	18452	8	{AT3g61480 }{AT5g28350 }	1
	18454	4	{AT3g61510 }{AT5g28360 }	1
	18456	2	{AT3g61520 }{AT5g28370 AT5g28460 }	1


-block 419
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	16536	0	{AT3g01000 }{AT5g15510 }	-1
	16537	3	{AT3g01010 }{AT5g15490 }	-1
	16539	5	{AT3g01040 }{AT5g15470 }	-1


-block 420
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	16906	0	{AT3g07720 }{AT5g48180 }	-1
	16907	8	{AT3g07780 }{AT5g48160 }	-1
	16909	6	{AT3g07820 AT3g07830 AT3g07840 AT3g07850 }{AT5g48140 }	1


-block 421
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	17227	0	{AT3g15330 }{AT5g54210 }	1
	17234	16	{AT3g15470 }{AT5g54200 }	1
	17237	23	{AT3g15510 }{AT5g53950 }	-1


-block 422
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	17750	0	{AT3g32110 }{AT5g33360 }	1
	17754	23	{AT3g32150 AT3g32160 AT3g32190 }{AT5g32590 }	-1
	17757	17	{AT3g32300 }{AT5g32520 AT5g32530 }	-1


-block 423
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	17760	0	{AT3g32900 }{AT5g34900 }	-1
	17763	18	{AT3g33010 }{AT5g34980 AT5g34990 }	-1
	17766	10	{AT3g42100 AT3g42110 }{AT5g34960 }	1


-block 424
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	17788	0	{AT3g42690 AT3g42700 }{AT5g34800 }	1
	17791	3	{AT3g42710 }{AT5g34820 }	1
	17792	17	{AT3g42730 AT3g42740 AT3g42750 }{AT5g34970 AT5g35000 AT5g35010 }	1


-block 425
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	17787	0	{AT3g42690 AT3g42700 }{AT5g20750 }	1
	17790	3	{AT3g42710 }{AT5g20770 AT5g20780 }	1
	17797	23	{AT3g42880 }{AT5g20690 }	1


-block 426
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	17800	0	{AT3g43010 AT3g43030 }{AT5g28970 }	1
	17802	3	{AT3g43040 }{AT5g28980 AT5g28990 }	1
	17806	9	{AT3g43100 }{AT5g28940 }	-1


-block 427
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	17995	0	{AT3g47820 }{AT5g62560 }	1
	18004	21	{AT3g47950 }{AT5g62670 }	1
	18005	2	{AT3g47960 }{AT5g62680 }	1


-block 428
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18020	0	{AT3g48360 }{AT5g63160 }	1
	18021	6	{AT3g48390 }{AT5g63190 }	1
	18027	11	{AT3g48440 }{AT5g63260 }	1


-block 429
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18190	0	{AT3g52310 }{AT5g06530 }	-1
	18191	20	{AT3g52370 }{AT5g06390 }	1
	18192	16	{AT3g52470 }{AT5g06330 }	-1


-block 430
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18239	0	{AT3g53610 }{AT5g59840 }	1
	18241	10	{AT3g53650 }{AT5g59910 }	1
	18244	6	{AT3g53700 }{AT5g59900 }	-1


-block 431
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18256	0	{AT3g54030 }{AT5g01060 }	1
	18261	11	{AT3g54100 }{AT5g01100 }	1
	18265	10	{AT3g54140 }{AT5g01180 }	1


-block 432
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18277	0	{AT3g54780 }{AT5g60710 }	-1
	18279	9	{AT3g54820 }{AT5g60660 }	-1
	18290	15	{AT3g54960 }{AT5g60640 }	1


-block 433
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18293	0	{AT3g55040 }{AT5g02780 AT5g02790 }	-1
	18294	3	{AT3g55050 }{AT5g02760 }	-1
	18299	24	{AT3g55170 }{AT5g02610 }	-1


-block 434
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18309	0	{AT3g55450 }{AT5g56460 }	1
	18312	19	{AT3g55500 }{AT5g56320 }	-1
	18316	18	{AT3g55650 }{AT5g56350 }	-1


-block 435
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18332	0	{AT3g55990 }{AT5g01620 }	1
	18341	12	{AT3g56090 }{AT5g01600 }	1
	18342	6	{AT3g56110 }{AT5g01640 }	1


-block 436
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18471	0	{AT3g62020 }{AT5g26700 }	1
	18475	7	{AT3g62060 }{AT5g26670 }	1
	18479	14	{AT3g62130 }{AT5g26600 }	1


-block 437
    points   contig1   contig2
        3        3        5

	point	dist	markers	orientation
	18484	0	{AT3g62290 }{AT5g14670 }	1
	18487	25	{AT3g62310 }{AT5g14900 }	1
	18489	24	{AT3g62470 AT3g62530 AT3g62540 }{AT5g14820 }	1


-block 438
    points   contig1   contig2
       17        4        4

	point	dist	markers	orientation
	18883	0	{AT4g11800 }{AT4g23000 }	-1
	18884	2	{AT4g11810 }{AT4g22990 }	-1
	18886	9	{AT4g11880 }{AT4g22950 }	-1
	18888	19	{AT4g11890 AT4g11900 }{AT4g23130 AT4g23140 AT4g23150 AT4g23160 AT4g23170 AT4g23180 AT4g23190 AT4g23200 AT4g23210 AT4g23220 AT4g23230 AT4g23240 AT4g23250 AT4g23260 AT4g23270 AT4g23280 AT4g23290 AT4g23300 AT4g23310 AT4g23320 }	-1
	18892	22	{AT4g11910 }{AT4g22920 }	-1
	18893	2	{AT4g11920 }{AT4g22910 }	-1
	18895	6	{AT4g11960 }{AT4g22890 }	-1
	18896	7	{AT4g12000 }{AT4g22850 }	-1
	18899	4	{AT4g12030 }{AT4g22840 }	-1
	18901	12	{AT4g12080 }{AT4g22770 }	-1
	18902	5	{AT4g12110 }{AT4g22750 }	-1
	18907	21	{AT4g12300 AT4g12310 AT4g12320 AT4g12330 }{AT4g22690 AT4g22710 }	-1
	18912	20	{AT4g12430 }{AT4g22590 }	1
	18914	3	{AT4g12440 }{AT4g22570 }	-1
	18915	5	{AT4g12460 }{AT4g22540 }	-1
	18916	21	{AT4g12560 }{AT4g22390 }	-1
	18917	5	{AT4g12600 }{AT4g22380 }	-1


-block 439
    points   contig1   contig2
       14        4        4

	point	dist	markers	orientation
	18846	0	{AT4g10960 }{AT4g23920 }	-1
	18852	6	{AT4g11010 }{AT4g23900 }	-1
	18853	7	{AT4g11030 }{AT4g23850 }	-1
	18855	8	{AT4g11070 }{AT4g23810 }	-1
	18856	2	{AT4g11080 }{AT4g23800 }	-1
	18857	2	{AT4g11090 }{AT4g23790 }	-1
	18859	19	{AT4g11180 AT4g11190 AT4g11210 }{AT4g23690 }	-1
	18860	7	{AT4g11220 }{AT4g23630 }	-1
	18862	9	{AT4g11260 }{AT4g23570 }	-1
	18866	10	{AT4g11310 AT4g11320 }{AT4g23520 }	-1
	18869	6	{AT4g11350 }{AT4g23490 }	-1
	18870	5	{AT4g11380 }{AT4g23460 }	-1
	18872	6	{AT4g11410 }{AT4g23420 AT4g23430 }	-1
	18873	13	{AT4g11460 AT4g11470 AT4g11480 AT4g11490 AT4g11520 AT4g11530 }{AT4g23130 AT4g23140 AT4g23150 AT4g23160 AT4g23170 AT4g23180 AT4g23190 AT4g23200 AT4g23210 AT4g23220 AT4g23230 AT4g23240 AT4g23250 AT4g23260 AT4g23270 AT4g23280 AT4g23290 AT4g23300 AT4g23310 AT4g23320 }	-1


-block 440
    points   contig1   contig2
       11        4        4

	point	dist	markers	orientation
	18681	0	{AT4g04260 }{AT4g22140 }	-1
	18691	10	{AT4g04340 }{AT4g22120 }	-1
	18704	13	{AT4g04450 }{AT4g22070 }	-1
	18705	7	{AT4g04480 }{AT4g22030 }	1
	18714	13	{AT4g04610 }{AT4g21990 }	-1
	18715	2	{AT4g04620 }{AT4g21980 }	-1
	18716	12	{AT4g04700 AT4g04710 AT4g04720 AT4g04740 }{AT4g21940 }	-1
	18719	10	{AT4g04790 }{AT4g21880 }	-1
	18720	5	{AT4g04800 AT4g04810 AT4g04830 AT4g04840 }{AT4g21830 AT4g21840 }	-1
	18721	5	{AT4g04860 }{AT4g21810 }	-1
	18722	9	{AT4g04890 }{AT4g21750 }	-1


-block 441
    points   contig1   contig2
       10        4        4

	point	dist	markers	orientation
	18724	0	{AT4g05000 }{AT4g21560 }	-1
	18725	9	{AT4g05020 }{AT4g21490 }	-1
	18730	13	{AT4g05100 }{AT4g21440 }	-1
	18733	16	{AT4g05180 }{AT4g21280 }	-1
	18734	2	{AT4g05190 }{AT4g21270 }	-1
	18742	23	{AT4g05330 }{AT4g21160 }	-1
	18744	9	{AT4g05400 }{AT4g21140 }	-1
	18745	2	{AT4g05410 }{AT4g21130 }	-1
	18746	4	{AT4g05420 }{AT4g21100 }	-1
	18747	4	{AT4g05450 }{AT4g21090 }	-1


-block 442
    points   contig1   contig2
        9        4        4

	point	dist	markers	orientation
	18648	0	{AT4g03650 }{AT4g07830 AT4g07850 }	-1
	18652	22	{AT4g03730 }{AT4g08000 AT4g08010 AT4g08020 }	-1
	18657	9	{AT4g03790 AT4g03850 AT4g03860 }{AT4g08050 AT4g08080 }	1
	18659	18	{AT4g03810 }{AT4g07840 }	-1
	18664	4	{AT4g03840 }{AT4g07830 AT4g07850 }	-1
